title,price,description,carat_weight,center_stone_shape,carat_material,photo_link,width,approx,metal,gold,copper,zinc,nickle,color_accent_tags,clarity_accent_tags,profile,carat,color,clarity,Url
The Halo Stephanie Set With A 1.5 Carat Princess Lab Diamond,"$3,600","The Halo Stephanie is a stunning halo engagement ring that combines timeless elegance with contemporary brilliance. The vintage-inspired design adds a touch of romance and sophistication, making it the perfect choice for those who appreciate the charm of bygone eras, while the diamond halo enhances the center stone's brilliance, creating a dazzling display of light and sparkle. This ring is a celebration of love, style, and timeless beauty, making it the perfect choice for the moment you say, ""Forever.""",1.5,Princess,18k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-PR-C125-WG-DIA-2ks_0.jpg?v=1699441152&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-PR-C1-WG-DIA-2Ks_0.jpg?v=1699441152&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0_85577bf1-3a57-4382-ab81-a559584bd64d.jpg?v=1699441152&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0_85577bf1-3a57-4382-ab81-a559584bd64d.jpg?v=1699441152&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/PrincessShapeStoneSolo-TJJ3BKAV.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-PR-C37-WG-DIA-2Ks_0.jpg?v=1699441152&width=800&height=800&crop=center']",1.5mm,0.3 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,Medium,1.5,D-F,VS,https://keyzarjewelry.com/products/the-halo-stephanie-setting-princess-18k-white-gold-1-5-carat-lab-diamond
The Zoey Set With A 1.5 Carat Elongated Cushion Lab Diamond,"$3,350",criss-cross engagement ring,1.5,Elongated Cushion,18k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-WG_079_3x_jpg_b45e480b-ac58-42d8-92a6-be03659041f2.webp?v=1690864034&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-WG_082_3x_jpg_6f5c5cc1-1db4-43f8-a077-de1bcd10921d.webp?v=1690864034&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/8cc80d5cfd2a383ae98b5768dec1e95f_906f7947-8ac4-4aa0-ae08-bf7b6e444f5a.jpg?v=1693995987&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/8cc80d5cfd2a383ae98b5768dec1e95f_906f7947-8ac4-4aa0-ae08-bf7b6e444f5a.jpg?v=1693995987&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/ElongatedCushionShapeStoneSolo-C2FGNMKS.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-WG_076_3x_jpg_1d970b50-824d-4f15-a85c-b37d499e139f.webp?v=1690864034&width=800&height=800&crop=center']",2.0mm,0.35 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,High,1.5,D-F,VS,https://keyzarjewelry.com/products/the-zoey-setting-elongated-cushion-18k-white-gold-1-5-carat-lab-diamond
The Zoey Set With A 1.5 Carat Elongated Cushion Lab Diamond,"$3,050",criss-cross engagement ring,1.5,Elongated Cushion,14k Yellow Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-YG_081_3x_jpg_3443d089-35eb-42a7-9b08-91f641f8dc22.webp?v=1690864037&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-YG_084_3x_jpg_22e74b17-ccd0-4c44-9934-37cd260e8fc0.webp?v=1690864038&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/6b32d6634dec0c6154b0217ac8192af7_f141a1af-f220-444f-96d3-d70536799ab8.jpg?v=1693996035&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/6b32d6634dec0c6154b0217ac8192af7_f141a1af-f220-444f-96d3-d70536799ab8.jpg?v=1693996035&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/ElongatedCushionShapeStoneSolo-C2FGNMKS.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-YG_078_3x_jpg_5fc7f80c-2545-416a-ba03-47d2f83be6c7.webp?v=1690864037&width=800&height=800&crop=center']",2.0mm,0.35 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,High,1.5,D-F,VS,https://keyzarjewelry.com/products/the-zoey-setting-elongated-cushion-14k-yellow-gold-1-5-carat-lab-diamond
The Jade Set With A 1.5 Carat Marquise Lab Diamond,"$3,350","The Jade stunning split shank design features a delicate band with dynamic sparkle. A shimmering row of pave diamonds splits, continuing up the base of each prong to meet at a subtle point before descending into a diamond-studded bridge. The setting boasts glittering brilliance from all angles, making your center stone appear larger while a slimming silhouette elongates the finger. ",1.5,Marquise,14k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-MQ-RG-G2c_0_ea40a105-15e9-49b7-823c-45374d099d2d_3x_jpg.webp?v=1690888754&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-MQ-RG-G5d_0_51754d55-2ba4-4cdb-969e-9f84ee15ef4e_3x_jpg.webp?v=1690888754&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/043e5b7bfdf1754321e560d0e5c8bf29_d02cc8bf-db8c-4f01-861a-faf5d8e306f1.jpg?v=1693926489&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/043e5b7bfdf1754321e560d0e5c8bf29_d02cc8bf-db8c-4f01-861a-faf5d8e306f1.jpg?v=1693926489&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/MarquiseShapeStoneSolo-6NGGB6ET.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-MQ-RG-G5b_0_5212bf86-060c-49a3-91e4-e296786c5542_3x_jpg.webp?v=1690888754&width=800&height=800&crop=center']",1.8mm,0.3 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,1.5,D-F,VS,https://keyzarjewelry.com/products/the-jade-setting-marquise-14k-rose-gold-1-5-carat-lab-diamond
The Jade Set With A 1.5 Carat Marquise Lab Diamond,"$3,350","The Jade stunning split shank design features a delicate band with dynamic sparkle. A shimmering row of pave diamonds splits, continuing up the base of each prong to meet at a subtle point before descending into a diamond-studded bridge. The setting boasts glittering brilliance from all angles, making your center stone appear larger while a slimming silhouette elongates the finger. ",1.5,Marquise,14k Yellow Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-MQ-YG-G2c_0_9a373079-25e4-4ae7-9da5-5dbe81f5d494_3x_jpg.webp?v=1690888756&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-MQ-YG-G5d_0_f11bf4dc-c4a5-4ed0-bf7c-8e320e68c67a_3x_jpg.webp?v=1690888756&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/fb10825bebed56780361f51dd9990215_2600d16d-ec73-4ace-abab-7315b410dd63.jpg?v=1693926422&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/fb10825bebed56780361f51dd9990215_2600d16d-ec73-4ace-abab-7315b410dd63.jpg?v=1693926422&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/MarquiseShapeStoneSolo-6NGGB6ET.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-MQ-YG-G5b_0_c9b1f433-fb7e-40d4-866a-b76e7fa66b05_3x_jpg.webp?v=1690888756&width=800&height=800&crop=center']",1.8mm,0.3 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,High,1.5,D-F,VS,https://keyzarjewelry.com/products/the-jade-setting-marquise-14k-yellow-gold-1-5-carat-lab-diamond
The Monica Set With A 2 Carat Cushion Lab Diamond,"$4,520","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Cushion,18k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-CU-RG-G2c_0_0e5e333a-2902-47a3-aca3-f64613f21f0c_3x_jpg.webp?v=1690853587&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-CU-RG-G5d_0_b2c301d7-7964-4c3a-aba3-c68d06e2bc42_3x_jpg.webp?v=1690853587&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/7ff9185f1f8557d1de2509e12c3f28a9_4294c2d0-b839-4db3-83a3-a80231e18504.jpg?v=1693929354&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/7ff9185f1f8557d1de2509e12c3f28a9_4294c2d0-b839-4db3-83a3-a80231e18504.jpg?v=1693929354&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/CushionShapeStoneSolo-T7O7FAUV.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-CU-RG-G5b_0_141bbbc7-5bd1-42d5-a76d-c09e9e139eb7_3x_jpg.webp?v=1690853587&width=800&height=800&crop=center']",2.5mm,0.48 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,High,2,D-F,VS,https://keyzarjewelry.com/products/the-monica-setting-cushion-18k-rose-gold-2-carat-lab-diamond
The Low Profile Kamellie Set With A 3 Carat Pear Lab Diamond,"$4,810","Set with intricate pave diamonds, The Low Profile Kamellie blends the tastefully modern with a timeless classic. The hidden halo ensures there is sparkle coming in from every angle, highlighting your center stone and making it appear larger. The delicate design flatters the finger, while its low profile makes it practical for even the busiest hands.",3,Pear,18k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-PS-RG_attYCcUItj8l4aEQZ_4cf93891-0c68-4b69-b6ce-3cfb843c3e1d.jpg?v=1714984476&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-PS-RG_att6C6Qhyz9V1Wcs4_a35605d6-45a9-43e4-b882-5224c9344daf.jpg?v=1714984476&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/371e8432f67ee4f3240a34c4cedc854f_64419f0e-5a32-4397-af3f-cf070a154e43.jpg?v=1693928402&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/371e8432f67ee4f3240a34c4cedc854f_64419f0e-5a32-4397-af3f-cf070a154e43.jpg?v=1693928402&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/PearShapeStoneSolo-KJBN2N2V.png']",1.5mm,0.25 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,Low,3,D-F,VS,https://keyzarjewelry.com/products/the-low-profile-kamellie-setting-pear-18k-rose-gold-pave-3-carat-lab-diamond
The Jade Set With A 1.5 Carat Princess Lab Diamond,"$3,350","The Jade stunning split shank design features a delicate band with dynamic sparkle. A shimmering row of pave diamonds splits, continuing up the base of each prong to meet at a subtle point before descending into a diamond-studded bridge. The setting boasts glittering brilliance from all angles, making your center stone appear larger while a slimming silhouette elongates the finger. ",1.5,Princess,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-PR-WG-G2c_0_a10becf8-2dff-417b-be37-008064ef18d8_3x_jpg.webp?v=1690888740&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-PR-WG-G5d_0_f646cb57-9f9d-4912-ba5b-6b367b986feb_3x_jpg.webp?v=1690888740&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/3b6cc678363c8165509177f6c899a63a_6c06e094-54e0-4f1f-8556-3b27c61bc928.jpg?v=1693926457&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/3b6cc678363c8165509177f6c899a63a_6c06e094-54e0-4f1f-8556-3b27c61bc928.jpg?v=1693926457&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/PrincessShapeStoneSolo-TJJ3BKAV.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-PR-WG-G5b_0_b2b996d0-4ed5-4c30-bf25-662aa54dc7e7_3x_jpg.webp?v=1690888740&width=800&height=800&crop=center']",1.8mm,0.3 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,1.5,D-F,VS,https://keyzarjewelry.com/products/the-jade-setting-princess-14k-white-gold-1-5-carat-lab-diamond
The Halo Stephanie Set With A 1.5 Carat Elongated Cushion Lab Diamond,"$3,900","The Halo Stephanie is a stunning halo engagement ring that combines timeless elegance with contemporary brilliance. The vintage-inspired design adds a touch of romance and sophistication, making it the perfect choice for those who appreciate the charm of bygone eras, while the diamond halo enhances the center stone's brilliance, creating a dazzling display of light and sparkle. This ring is a celebration of love, style, and timeless beauty, making it the perfect choice for the moment you say, ""Forever.""",1.5,Elongated Cushion,Platinum,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-ECU-C125-WG-DIA-2ks_0.jpg?v=1699440929&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-ECU-C1-WG-DIA-2Ks_0.jpg?v=1699440929&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0_4b975df2-5cfe-4589-9d34-aaa378e03db0.jpg?v=1699440928&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0_4b975df2-5cfe-4589-9d34-aaa378e03db0.jpg?v=1699440928&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/ElongatedCushionShapeStoneSolo-C2FGNMKS.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-ECU-C37-WG-DIA-2Ks_0.jpg?v=1699440928&width=800&height=800&crop=center']",1.5mm,0.3 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,Medium,1.5,D-F,VS,https://keyzarjewelry.com/products/the-halo-stephanie-setting-elongated-cushion-platinum-1-5-carat-lab-diamond
The Kamellie Set With A 1 Carat Pear Lab Diamond,"$1,670","Discover The Kamellie, a Keyzar bestseller that epitomizes timeless elegance. This exquisite solitaire engagement ring features a sleek and slender band that offers a modern touch while ensuring the center stone remains the star. What sets The Kamellie apart is its hidden halo, adding a secret sparkle that enhances the ring's brilliance without overpowering its classic design. Perfect for those who appreciate the subtle sophistication, The Kamellie is a beautiful testament to your enduring love.",1,Pear,14k Yellow Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PS-YG_attBkW2af48PrOomJ_c39f7893-2147-41e8-b839-64fd2a5528a0.jpg?v=1715006073&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PS-YG_attwIyC6GjHMMqcaJ_d3d319fe-444f-4454-a37a-422c1b9e1090.jpg?v=1715006073&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PS-YG_attz7ODxjiNMlu8ik_d2c9b0bb-24f3-4bcd-89c2-67f69c43d5a7.jpg?v=1715006073&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PS-YG_attHwiksa1wck4hjc_723d1228-7085-4013-b347-9100e7d58ddb.jpg?v=1715006073&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PS-YG_attwQ4HAyuadtmHxr_2571c8fe-1fee-47c4-92b3-018833e1c907.jpg?v=1715006073&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PS-YG_attHDW7x0wcAefuze_14d5be79-6363-4743-99f2-48c21ce2761a.jpg?v=1715006073&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PS-YG_attST1kjrRcgs01MC_02cb045d-5a9b-4b97-9504-9daacf83c7cc.jpg?v=1715006073&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/820e5d73a2c22750cc2fcb7e18f9a9fd_27da5f6c-17e7-4996-8669-2f0131fdf93a.jpg?v=1693927246&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/820e5d73a2c22750cc2fcb7e18f9a9fd_27da5f6c-17e7-4996-8669-2f0131fdf93a.jpg?v=1693927246&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/PearShapeStoneSolo-KJBN2N2V.png']",1.5mm,0.08 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,High,1,D-F,VS,https://keyzarjewelry.com/products/the-kamellie-setting-pear-14k-yellow-gold-solitaire-1-carat-lab-diamond
The Monica Set With A 2 Carat Emerald Lab Diamond,"$4,220","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Emerald,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-EM-WG-G2c_0_a0ab60c0-89b1-4d28-b8dd-71f4dc928882_3x_jpg.webp?v=1690853613&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-EM-WG-G5d_0_ae659225-a719-49a7-b88b-32c38467350f_3x_jpg.webp?v=1690853613&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/29a28a945f69c6b2b46be3a9d893a342_1fe09ef3-c9eb-41a0-8695-d460868ac410.jpg?v=1693929330&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/29a28a945f69c6b2b46be3a9d893a342_1fe09ef3-c9eb-41a0-8695-d460868ac410.jpg?v=1693929330&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/EmeraldShapeStoneSolo-ZGDOHXSP.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-EM-WG-G5b_0_a3e9a7ff-0654-47c6-b8e5-6061c9af31ac_3x_jpg.webp?v=1690853613&width=800&height=800&crop=center']",2.5mm,0.48 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,2,D-F,VS,https://keyzarjewelry.com/products/the-monica-setting-emerald-14k-white-gold-2-carat-lab-diamond
The Halo Stephanie Set With A 1.5 Carat Radiant Lab Diamond,"$3,300","The Halo Stephanie is a stunning halo engagement ring that combines timeless elegance with contemporary brilliance. The vintage-inspired design adds a touch of romance and sophistication, making it the perfect choice for those who appreciate the charm of bygone eras, while the diamond halo enhances the center stone's brilliance, creating a dazzling display of light and sparkle. This ring is a celebration of love, style, and timeless beauty, making it the perfect choice for the moment you say, ""Forever.""",1.5,Radiant,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-RAD-C125-WG-DIA-2ks_0.jpg?v=1699441077&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-RAD-C1-WG-DIA-2Ks_0.jpg?v=1699441077&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0_9e25900a-112d-43fc-8424-53ea5049002a.jpg?v=1699441077&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0_9e25900a-112d-43fc-8424-53ea5049002a.jpg?v=1699441077&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RadiantShapeStoneSolo-Y545I2FE.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-RAD-C37-WG-DIA-2Ks_0.jpg?v=1699441077&width=800&height=800&crop=center']",1.5mm,0.3 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,Medium,1.5,D-F,VS,https://keyzarjewelry.com/products/the-halo-stephanie-setting-radiant-14k-white-gold-1-5-carat-lab-diamond
The Razor Kamellie Set With A 1.5 Carat Elongated Cushion Lab Diamond,"$2,600",slim knife-edge band,1.5,Elongated Cushion,18k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/294Q-ER-ECU-WG_attmJqgDEf2X8sGlG_3ee14cdd-2458-4945-a95a-7b4efc6a6a74.jpg?v=1714943285&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/294Q-ER-ECU-WG_atthvFNEoElB99Hgi_6ab66dca-9b97-446d-b131-1bebfbd35a99.jpg?v=1714943285&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/294Q-ER-ECU-WG_attGmk5XmSK6A7Wir_cd56ded1-0acd-4905-9781-a391dc2fb507.jpg?v=1714943285&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/294Q-ER-ECU-WG_attgdoCKZptIkW3Nj_d4aa0deb-cbae-4bf9-bfdc-4d3bf7256871.jpg?v=1714943285&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/294Q-ER-ECU-WG_attvoCJO92IARgH1Q_e34e6959-1422-4564-9bc7-fa389f314742.jpg?v=1714943285&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/294Q-ER-ECU-WG_atte1FM95Qr5t0gck_95331adb-96ab-4172-a418-d4bff110fedf.jpg?v=1714943285&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/b1e18bb76d59fc0274d9dfa88cefbee3_1faf2869-f58b-4375-a40c-313c4f48693f.jpg?v=1693933969&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/b1e18bb76d59fc0274d9dfa88cefbee3_1faf2869-f58b-4375-a40c-313c4f48693f.jpg?v=1693933969&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/ElongatedCushionShapeStoneSolo-C2FGNMKS.png']",1.8mm,0.12 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,High,1.5,D-F,VS,https://keyzarjewelry.com/products/the-razor-kamellie-setting-elongated-cushion-18k-white-gold-1-5-carat-lab-diamond
The Kamellie Set With A 1 Carat Pear Lab Diamond,"$1,670","Discover The Kamellie, a Keyzar bestseller that epitomizes timeless elegance. This exquisite solitaire engagement ring features a sleek and slender band that offers a modern touch while ensuring the center stone remains the star. What sets The Kamellie apart is its hidden halo, adding a secret sparkle that enhances the ring's brilliance without overpowering its classic design. Perfect for those who appreciate the subtle sophistication, The Kamellie is a beautiful testament to your enduring love.",1,Pear,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PS-WG_attG8L9846JJLIegU_320093b1-85b6-4f52-b39f-646c7d134efa.jpg?v=1715006110&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/0d3ab3d8cc3353eb68667e83c17f5751_45b443f1-e220-4b5f-94d6-e4c8d5376b00.jpg?v=1693926686&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/0d3ab3d8cc3353eb68667e83c17f5751_45b443f1-e220-4b5f-94d6-e4c8d5376b00.jpg?v=1693926686&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/PearShapeStoneSolo-KJBN2N2V.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PS-WG_attWbhBAD17YuSNWy_940c065f-9704-4497-8d3c-ea41ebc8ce02.jpg?v=1715006110&width=800&height=800&crop=center']",1.5mm,0.08 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,1,D-F,VS,https://keyzarjewelry.com/products/the-kamellie-setting-pear-14k-white-gold-solitaire-1-carat-lab-diamond
